,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,50.0,0.0,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.43520396451155346,0.07029215494791667,21.144444444444442,0.08850018049924428
2-3,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.3099126011133194,0.8266204833984375,18.346666666666668,0.08828595712338859
2-5,83.33333333333334,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.29117242991924286,0.3587493896484375,17.8,0.08845555307290585
2-7,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.2775429904460907,0.2037994384765625,18.619999999999997,0.08820497479420228
2-9,66.66666666666666,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.5196789130568504,1.05908203125,20.4,0.08841170030817021
2-11,66.66666666666666,0.0,16.666666666666664,0.0,16.666666666666664,0.0,0.0,0.4773906543850899,0.045166015625,17.925,0.08838817826472223
2-13,66.66666666666666,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,0.24183275178074837,0.08766555786132812,18.849999999999998,0.08836228952005312
2-15,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.24454460442066192,0.37716064453125,18.833333333333332,0.0883852779981908
3-1,83.33333333333334,0.0,0.0,0.0,0.0,16.666666666666664,0.0,0.19461897909641265,1.0124363012611866,20.21333333333333,0.08836606489486223
3-3,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.3556743323802948,0.020684660226106644,20.21333333333333,0.08833473786063817
3-5,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.4339896043141683,0.07019044520954291,20.155555555555555,0.08825980015655062
3-7,33.33333333333333,0.0,16.666666666666664,0.0,33.33333333333333,0.0,16.666666666666664,0.4200045168399811,1.467630023136735,23.766666666666666,0.08828323432437529
3-9,66.66666666666666,0.0,0.0,0.0,33.33333333333333,0.0,0.0,0.2346177063882351,0.03592289495281875,21.233333333333334,0.08867116880945335
3-11,33.33333333333333,0.0,16.666666666666664,0.0,33.33333333333333,0.0,16.666666666666664,0.278547465801239,0.02932443842291832,20.7,0.08845414833663261
3-13,33.33333333333333,16.666666666666664,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.46222998201847076,0.02447545062750578,20.733333333333334,0.08849853642879088
3-15,66.66666666666666,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.22184186428785324,0.009768393909325823,21.108333333333334,0.08830234226277972
Avg,64.58333333333333,2.083333333333333,4.166666666666666,0.0,18.75,1.0416666666666665,9.374999999999998,0.33742521004751325,0.356185520217817,20.00270833333333,0.08838525904093503
