,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,0.0,0.0,0.0,0.0,83.33333333333334,0.0,16.666666666666664,,,,0.09242097882546142
2-3,16.666666666666664,0.0,0.0,0.0,0.0,0.0,83.33333333333334,0.1964564174413681,0.0064849853515625,26.333333333333332,0.09210979471156443
2-5,16.666666666666664,16.666666666666664,0.0,0.0,50.0,0.0,16.666666666666664,0.18990521132946014,0.0233154296875,28.5,0.09203151686654382
2-7,16.666666666666664,50.0,0.0,0.0,33.33333333333333,0.0,0.0,0.4229639172554016,0.039764404296875,21.1,0.09222367262086535
2-9,16.666666666666664,0.0,0.0,0.0,33.33333333333333,0.0,50.0,0.5649372339248657,0.0462646484375,23.5,0.09210894895169083
2-11,16.666666666666664,0.0,0.0,0.0,33.33333333333333,0.0,50.0,0.6750597953796387,5.1332855224609375,24.933333333333334,0.0921401024199839
2-13,16.666666666666664,33.33333333333333,0.0,0.0,33.33333333333333,0.0,16.666666666666664,0.6734728217124939,9.988494873046875,17.533333333333335,0.09200696334231523
2-15,66.66666666666666,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.48887694627046585,3.1514015197753906,19.533333333333335,0.09201556007817106
3-1,33.33333333333333,16.666666666666664,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.2544027417898178,0.03417281713336706,20.983333333333334,0.09202217815071881
3-3,33.33333333333333,33.33333333333333,0.0,0.0,33.33333333333333,0.0,0.0,0.4253593534231186,0.0214089285582304,19.78333333333333,0.09241827561603329
3-5,33.33333333333333,16.666666666666664,0.0,0.0,50.0,0.0,0.0,0.3647717982530594,0.0279389675706625,23.85,0.0921261566088804
3-7,50.0,0.0,0.0,0.0,33.33333333333333,0.0,16.666666666666664,0.5305613974730173,0.049412734185655914,25.98888888888889,0.0919324365457483
3-9,33.33333333333333,0.0,16.666666666666664,0.0,16.666666666666664,0.0,33.33333333333333,0.3565734326839447,0.055923886597156525,24.483333333333334,0.09206112411455827
3-11,16.666666666666664,16.666666666666664,0.0,0.0,16.666666666666664,0.0,50.0,0.4458385407924652,0.06625832617282867,28.233333333333334,0.09204249699696558
3-13,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.3964028134942055,1.3093279525637627,25.166666666666668,0.09196090120151584
3-15,50.0,16.666666666666664,0.0,0.0,33.33333333333333,0.0,0.0,0.629810189207395,2.812615230679512,20.73333333333333,0.09201070754045253
Avg,28.124999999999996,12.499999999999998,1.0416666666666665,0.0,31.25,0.0,27.083333333333332,,,,0.09210198841196682
