,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,16.666666666666664,0.0,0.0,0.0,83.33333333333334,0.0,0.0,0.7531468272209167,0.6216278076171875,15.733333333333333,0.09206856743649533
2-3,0.0,16.666666666666664,0.0,0.0,16.666666666666664,0.0,66.66666666666666,,,,0.09199886431705577
2-5,33.33333333333333,50.0,0.0,0.0,16.666666666666664,0.0,0.0,0.4225151687860489,0.16129302978515625,22.6,0.09218908741193658
2-7,16.666666666666664,50.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.2785576283931732,5.316680908203125,17.566666666666666,0.09221980451005747
2-9,50.0,33.33333333333333,0.0,0.0,0.0,0.0,16.666666666666664,0.47914624214172363,0.012369791666666666,22.822222222222223,0.09200988730565332
2-11,0.0,0.0,0.0,0.0,50.0,0.0,50.0,,,,0.09205383265511206
2-13,66.66666666666666,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.4099525436758995,2.5164833068847656,22.183333333333334,0.09215532873865205
2-15,33.33333333333333,0.0,0.0,0.0,33.33333333333333,0.0,33.33333333333333,0.292373463511467,0.042388916015625,22.71666666666667,0.0920415953777432
3-1,50.0,0.0,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.42912543813387555,0.028332416103997577,23.111111111111114,0.09197908300694412
3-3,66.66666666666666,0.0,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.32914381101727486,1.6241607461124659,21.666666666666664,0.09221895735833047
3-5,16.666666666666664,33.33333333333333,0.0,0.0,50.0,0.0,0.0,0.17521189153194427,0.054258882999420166,23.6,0.09213798088276118
3-7,33.33333333333333,16.666666666666664,0.0,0.0,16.666666666666664,0.0,33.33333333333333,0.24654681980609894,0.08052050741389394,23.55,0.09230006169811159
3-9,33.33333333333333,33.33333333333333,0.0,0.0,16.666666666666664,0.0,16.666666666666664,0.30810967832803726,0.06920821405947208,27.78333333333333,0.09206988349783445
3-11,33.33333333333333,16.666666666666664,0.0,0.0,33.33333333333333,0.0,16.666666666666664,0.5146673768758774,0.04331969656050205,25.483333333333334,0.09206898666170642
3-13,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.46277356147766113,0.03743367828428745,25.933333333333334,0.09231889207958177
3-15,16.666666666666664,16.666666666666664,0.0,0.0,50.0,0.0,16.666666666666664,0.9230257868766785,5.372447967529297,19.7,0.09224755171114805
Avg,31.249999999999996,18.75,0.0,0.0,30.208333333333332,0.0,19.791666666666664,,,,0.09212989779057024
