,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46984823793172836,0.05895233154296875,20.994444444444444,0.09419823942485943
2-3,83.33333333333334,0.0,16.666666666666664,0.0,0.0,0.0,0.0,0.46424371302127837,0.8985626220703125,19.240000000000002,0.09330240863583464
2-5,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.2896567076444626,0.48963623046875,19.266666666666666,0.09284923580668916
2-7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3557368417580922,0.6767171223958334,18.766666666666666,0.09335081534845983
2-9,83.33333333333334,0.0,0.0,16.666666666666664,0.0,0.0,0.0,0.19731617569923401,0.413775634765625,18.93333333333333,0.09348152760470536
2-11,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.5079205691814422,2.333306884765625,18.206666666666667,0.09289727219262611
2-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39504246165355045,0.8961308797200521,18.36111111111111,0.09336956433409475
2-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2420306553443273,0.04468536376953125,19.999999999999996,0.0929282974654029
3-1,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.49019346237182615,1.2032326498068868,23.66,0.09323752702748896
3-3,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.2671030968427658,0.24436931326054037,20.113333333333333,0.09304575763200297
3-5,83.33333333333334,0.0,0.0,0.0,0.0,0.0,16.666666666666664,0.3110253483057022,0.03863251749426126,20.119999999999997,0.09260175892939934
3-7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3013026863336563,0.23648855392821133,22.73888888888889,0.09301725025381465
3-9,83.33333333333334,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.3168714717030525,0.03160897418856621,24.086666666666666,0.0928707997986854
3-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30250928302605945,0.42116509936749935,21.09444444444444,0.09354434680465042
3-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33225714415311813,0.044245753437280655,22.0,0.09271713157762713
3-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23431202148397764,0.7173577581221858,21.066666666666666,0.09319280155848746
Avg,91.66666666666667,0.0,1.0416666666666665,1.0416666666666665,4.166666666666666,0.0,2.083333333333333,0.3423356172783921,0.5468042305690082,20.540555555555557,0.09316279589967678
