,TSR,TFR,NTSR,NTFR,CR,OR,TR,APE,AOE,APT,AIT
2-1,58.33333333333333,8.333333333333332,8.333333333333332,0.0,20.83333333333333,4.166666666666666,0.0,0.34841723982244727,0.15733668009440102,19.923333333333332,0.08994165477007952
2-3,58.33333333333333,0.0,12.499999999999998,0.0,16.666666666666664,12.499999999999998,0.0,0.39555519217004376,0.9788592020670572,16.97013888888889,0.08974441241116507
2-5,45.83333333333333,4.166666666666666,4.166666666666666,4.166666666666666,41.66666666666666,0.0,0.0,0.3813971790174643,0.0353275934855143,18.05902777777778,0.08979843917777044
2-7,49.99999999999999,0.0,4.166666666666666,0.0,41.666666666666664,4.166666666666666,0.0,0.393053964090844,0.9085251490275067,17.37152777777778,0.08988577611754191
2-9,58.33333333333333,4.166666666666666,4.166666666666666,0.0,20.83333333333333,0.0,12.499999999999998,0.4220255805800358,0.119784673055013,16.570833333333333,0.08974819547600392
2-11,54.166666666666664,0.0,20.833333333333332,0.0,4.166666666666666,8.333333333333332,12.499999999999998,0.2755414374793569,1.2119347254435222,19.650000000000002,0.0897859639418207
2-13,58.33333333333333,16.666666666666664,0.0,0.0,16.666666666666664,0.0,8.333333333333332,0.3876333681866526,0.9986897150675456,16.989583333333332,0.08974806901361775
2-15,41.66666666666666,8.333333333333332,16.666666666666664,4.166666666666666,8.333333333333332,0.0,20.83333333333333,0.306463980426391,1.0220149358113608,18.498611111111114,0.089778175530885
3-1,24.999999999999993,4.166666666666666,0.0,0.0,45.83333333333333,12.499999999999998,12.499999999999998,0.28250003606081003,0.4390919787110761,17.474999999999998,0.08995011264504393
3-3,75.0,4.166666666666666,0.0,0.0,20.83333333333333,0.0,0.0,0.3240700750922163,0.3288319735438563,19.774027777777775,0.08994611228445883
3-5,83.33333333333334,0.0,0.0,0.0,12.499999999999998,4.166666666666666,0.0,0.3223517057796319,0.5689677885229077,19.574305555555554,0.08976298943735668
3-7,58.33333333333333,4.166666666666666,16.666666666666664,0.0,16.666666666666664,4.166666666666666,0.0,0.3534513941655556,0.031414499807093876,18.359027777777776,0.08976072615715994
3-9,70.83333333333333,0.0,4.166666666666666,0.0,12.499999999999998,4.166666666666666,8.333333333333332,0.5113383686790863,0.07310518058851201,20.677083333333336,0.08977086793496811
3-11,70.83333333333333,8.333333333333332,0.0,0.0,20.83333333333333,0.0,0.0,0.35013923281803727,0.2911143488017842,19.37847222222222,0.08980054449649003
3-13,58.33333333333332,8.333333333333332,0.0,0.0,20.83333333333333,0.0,12.499999999999998,0.36436293949373066,0.23585780897701625,19.454166666666666,0.08979503457158144
3-15,95.83333333333334,0.0,0.0,0.0,4.166666666666666,0.0,0.0,0.43264633553723497,2.0023782274123128,20.891388888888887,0.08986222098420535
Avg,60.15625,4.427083333333333,5.729166666666666,0.5208333333333333,20.312499999999996,3.3854166666666665,5.468749999999999,0.36568425183747116,0.58770215502603,18.726032986111107,0.08981745593438428
